frame,mame_signature,native_signature,course_index,course_state,course_offset,activation_8_8,match
1595,large[2700 x=d580],large[2700 x=d580],05,dc,5e,b400,1
1596,large[2700 x=d380],large[2700 x=d380],05,dc,5e,b200,1
1597,large[2700 x=d180],large[2700 x=d180],05,dc,5e,b000,1
1598,large[2700 x=cf80],large[2700 x=cf80],05,dc,5e,ae00,1
1599,large[2700 x=cd80],large[2700 x=cd80],05,dc,5e,ac00,1
1600,large[2700 x=cb80],large[2700 x=cb80],05,dc,5e,aa00,1
1601,large[2700 x=c980],large[2700 x=c980],05,dc,5e,a800,1
1602,large[2700 x=c780],large[2700 x=c780],05,dc,5e,a600,1
1603,large[2700 x=c580],large[2700 x=c580],05,dc,5e,a400,1
1604,large[2700 x=c380],large[2700 x=c380],05,dc,5e,a200,1
1605,large[2700 x=c180],large[2700 x=c180],05,dc,5e,a000,1
1606,large[2700 x=bf80],large[2700 x=bf80],05,dc,5e,9e00,1
1607,large[2700 x=bd80],large[2700 x=bd80],05,dc,5e,9c00,1
1608,large[2700 x=bb80],large[2700 x=bb80],05,dc,5e,9a00,1
1609,large[2700 x=b980],large[2700 x=b980],05,dc,5e,9800,1
1610,large[2700 x=b780],large[2700 x=b780],05,dc,5e,9600,1
1611,large[2700 x=b580],large[2700 x=b580],05,dc,5e,9400,1
1612,large[2700 x=b380],large[2700 x=b380],05,dc,5e,9200,1
1613,large[2700 x=b180],large[2700 x=b180],05,dc,5e,9000,1
1614,large[2700 x=af80],large[2700 x=af80],05,dc,5e,8e00,1
1615,large[2700 x=ad80],large[2700 x=ad80],05,dc,5e,8c00,1
1616,large[2700 x=ab80],large[2700 x=ab80],05,dc,5e,8a00,1
1617,large[2700 x=a980],large[2700 x=a980],05,dc,5e,8800,1
1618,large[2700 x=a780],large[2700 x=a780],05,dc,5e,8600,1
1619,large[2700 x=a580],large[2700 x=a580],05,dc,5e,8400,1
1620,large[2700 x=a380],large[2700 x=a380],05,dc,5e,8200,1
1621,large[2700 x=a180],large[2700 x=a180],05,dc,5e,8000,1
1622,large[2700 x=9f80],large[2700 x=9f80],05,dc,5e,7e00,1
1623,large[2700 x=9f00],large[2700 x=9f00],05,dc,5e,7d80,1
1624,large[2700 x=9e80],large[2700 x=9e80],05,dc,5e,7d00,1
1625,large[2700 x=9f30],large[2700 x=9f30],05,dc,5e,7db0,1
1626,large[2700 x=9fe0],large[2700 x=9fe0],05,dc,5e,7e60,1
1627,large[2700 x=a090],large[2700 x=a090],05,dc,5e,7f10,1
1628,large[2700 x=a140],large[2700 x=a140],05,dc,5e,7fc0,1
1629,large[2700 x=a1f0],large[2700 x=a1f0],05,dc,5e,8070,1
1630,large[2700 x=a2a0],large[2700 x=a2a0],05,dc,5e,8120,1
1631,large[2700 x=a350],large[2700 x=a350],05,dc,5e,81d0,1
1632,large[2700 x=a400],large[2700 x=a400],05,dc,5e,8280,1
1633,large[2700 x=a4b0],large[2700 x=a4b0],05,dc,5e,8330,1
1634,large[2700 x=a560],large[2700 x=a560],05,dc,5e,83e0,1
1635,large[2700 x=a610],large[2700 x=a610],05,dc,5e,8490,1
1636,large[2700 x=a6c0],large[2700 x=a6c0],05,dc,5e,8540,1
1637,large[2700 x=a770],large[2700 x=a770],05,dc,5e,85f0,1
1638,large[2700 x=a820],large[2700 x=a820],05,dc,5e,86a0,1
1639,large[2700 x=a8d0],large[2700 x=a8d0],05,dc,5e,8750,1
1640,large[2700 x=a980],large[2700 x=a980],05,dc,5e,8800,1
1641,large[2700 x=aa30],large[2700 x=aa30],05,dc,5e,88b0,1
1642,large[2700 x=aae0],large[2700 x=aae0],05,dc,5e,8960,1
1643,large[2700 x=ab90],large[2700 x=ab90],05,dc,5e,8a10,1
1644,large[2700 x=ac40],large[2700 x=ac40],05,dc,5e,8ac0,1
1645,large[2700 x=abc0],large[2700 x=abc0],05,dc,5e,8a40,1
1646,large[2700 x=ab40],large[2700 x=ab40],05,dc,5e,89c0,1
1647,large[2700 x=aac0],large[2700 x=aac0],05,dc,5e,8940,1
1648,large[2700 x=a8c0],large[2700 x=a8c0],05,dc,5e,8740,1
1649,large[2700 x=a6c0],large[2700 x=a6c0],05,dc,5e,8540,1
1650,large[2700 x=a4c0],large[2700 x=a4c0],05,dc,5e,8340,1
1651,large[2700 x=a2c0],large[2700 x=a2c0],05,dc,5e,8140,1
1652,large[2700 x=a0c0],large[2700 x=a0c0],05,dc,5e,7f40,1
1653,large[2700 x=9ec0],large[2700 x=9ec0],05,dc,5e,7d40,1
1654,large[2700 x=9cc0],large[2700 x=9cc0],05,dc,5e,7b40,1
1655,large[2700 x=9ac0],large[2700 x=9ac0],05,dc,5e,7940,1
1656,large[2700 x=98c0],large[2700 x=98c0],05,dc,5e,7740,1
1657,large[2700 x=96c0],large[2700 x=96c0],05,dc,5e,7540,1
1658,large[2700 x=94c0],large[2700 x=94c0],05,dc,5e,7340,1
1659,large[2700 x=92c0],large[2700 x=92c0],05,dc,5e,7140,1
1660,large[2700 x=90c0],large[2700 x=90c0],05,dc,5e,6f40,1
1661,large[2700 x=8ec0],large[2700 x=8ec0],05,dc,5e,6d40,1
1662,large[2700 x=8cc0],large[2700 x=8cc0],05,dc,5e,6b40,1
1663,large[2700 x=8ac0],large[2700 x=8ac0],05,dc,5e,6940,1
1664,large[2700 x=88c0],large[2700 x=88c0],05,dc,5e,6740,1
1665,large[2700 x=86c0],large[2700 x=86c0],05,dc,5e,6540,1
1666,large[2700 x=84c0],large[2700 x=84c0],05,dc,5e,6340,1
1667,large[2700 x=82c0],large[2700 x=82c0],05,dc,5e,6140,1
1668,large[2700 x=80c0],large[2700 x=80c0],05,dc,5e,5f40,1
1669,large[2700 x=7ec0],large[2700 x=7ec0],05,dc,5e,5d40,1
1670,large[2700 x=7cc0],large[2700 x=7cc0],05,dc,5e,5b40,1
1671,large[2700 x=7ac0],large[2700 x=7ac0],05,dc,5e,5940,1
1672,large[2700 x=78c0],large[2700 x=78c0],05,dc,5e,5740,1
1673,large[2700 x=76c0],large[2700 x=76c0],05,dc,5e,5540,1
1674,large[2700 x=74c0],large[2700 x=74c0],05,dc,5e,5340,1
1675,large[2700 x=72c0],large[2700 x=72c0],05,dc,5e,5140,1
1676,large[2700 x=70c0],large[2700 x=70c0],05,dc,5e,4f40,1
1677,large[2700 x=6ec0],large[2700 x=6ec0],05,dc,5e,4d40,1
1678,large[2700 x=6cc0],large[2700 x=6cc0],05,dc,5e,4b40,1
1679,large[2700 x=6ac0],large[2700 x=6ac0],05,dc,5e,4940,1
1680,large[2700 x=68c0],large[2700 x=68c0],05,dc,5e,4740,1
1681,large[2700 x=66c0],large[2700 x=66c0],05,dc,5e,4540,1
1682,large[2700 x=64c0],large[2700 x=64c0],05,dc,5e,4340,1
1683,large[2700 x=62c0],large[2700 x=62c0],05,dc,5e,4140,1
1684,large[2700 x=60c0],large[2700 x=60c0],05,dc,5e,3f40,1
1685,large[2700 x=5ec0],large[2700 x=5ec0],05,dc,5e,3d40,1
1686,large[2700 x=5cc0],large[2700 x=5cc0],05,dc,5e,3b40,1
1687,large[2700 x=5ac0],large[2700 x=5ac0],05,dc,5e,3940,1
1688,large[2700 x=58c0],large[2700 x=58c0],05,dc,5e,3740,1
1689,large[2700 x=56c0],large[2700 x=56c0],05,dc,5e,3540,1
1690,large[2700 x=54c0],large[2700 x=54c0],05,dc,5e,3340,1
1691,large[2700 x=52c0],large[2700 x=52c0],05,dc,5e,3140,1
1692,large[2700 x=50c0],large[2700 x=50c0],05,dc,5e,2f40,1
1693,large[2700 x=4ec0],large[2700 x=4ec0],05,dc,5e,2d40,1
1694,large[2700 x=4cc0],large[2700 x=4cc0],05,dc,5e,2b40,1
1695,large[2700 x=4ac0],large[2700 x=4ac0],05,dc,5e,2940,1
1696,large[2700 x=48c0],large[2700 x=48c0],05,dc,5e,2740,1
1697,large[2700 x=46c0],large[2700 x=46c0],05,dc,5e,2540,1
1698,large[2700 x=44c0],large[2700 x=44c0],05,dc,5e,2340,1
1699,large[2700 x=42c0],large[2700 x=42c0],05,dc,5e,2140,1
1700,large[2700 x=40c0],large[2700 x=40c0],05,dc,5e,1f40,1
1701,large[2700 x=3ec0],large[2700 x=3ec0],05,dc,5e,1d40,1
1702,large[2700 x=3cc0],large[2700 x=3cc0],05,dc,5e,1b40,1
1703,large[2700 x=3ac0],large[2700 x=3ac0],05,dc,5e,1940,1
1704,large[2700 x=38c0],large[2700 x=38c0],05,dc,5e,1740,1
1705,large[2700 x=36c0],large[2700 x=36c0],05,dc,5e,1540,1
1706,large[2700 x=34c0],large[2700 x=34c0],05,dc,5e,1340,1
1707,large[2700 x=32c0],large[2700 x=32c0],05,dc,5e,1140,1
1708,large[2700 x=30c0],large[2700 x=30c0],05,dc,5e,0f40,1
1709,large[2700 x=2ec0],large[2700 x=2ec0],05,dc,5e,0d40,1
1710,large[2700 x=2cc0],large[2700 x=2cc0],05,dc,5e,0b40,1
1711,large[2700 x=2ac0],large[2700 x=2ac0],05,dc,5e,0940,1
1712,large[2700 x=28c0],large[2700 x=28c0],05,dc,5e,0740,1
1713,large[2700 x=26c0],large[2700 x=26c0],05,dc,5e,0540,1
1714,large[2700 x=24c0],large[2700 x=24c0],05,dc,5e,0340,1
1715,large[2700 x=22c0],large[2700 x=22c0],05,dc,5e,0140,1
1716,large[26d0 x=fd80] large[2700 x=20c0],large[26d0 x=fd80] large[2700 x=20c0],06,e4,5e,e400,1
1717,large[26d0 x=fb80] large[2700 x=1ec0],large[26d0 x=fb80] large[2700 x=1ec0],06,e4,5e,e200,1
1718,large[26d0 x=f980] large[2700 x=1cc0],large[26d0 x=f980] large[2700 x=1cc0],06,e4,5e,e000,1
1719,large[26d0 x=f780] large[2700 x=1ac0],large[26d0 x=f780] large[2700 x=1ac0],06,e4,5e,de00,1
1720,large[26d0 x=f580] large[2700 x=18c0],large[26d0 x=f580] large[2700 x=18c0],06,e4,5e,dc00,1
1721,large[26d0 x=f380] large[2700 x=16c0],large[26d0 x=f380] large[2700 x=16c0],06,e4,5e,da00,1
1722,large[26d0 x=f180] large[2700 x=14c0],large[26d0 x=f180] large[2700 x=14c0],06,e4,5e,d800,1
1723,large[26d0 x=ef80] large[2700 x=12c0],large[26d0 x=ef80] large[2700 x=12c0],06,e4,5e,d600,1
1724,large[26d0 x=ed80] large[2700 x=10c0],large[26d0 x=ed80] large[2700 x=10c0],06,e4,5e,d400,1
1725,large[26d0 x=eb80] large[2700 x=0ec0],large[26d0 x=eb80] large[2700 x=0ec0],06,e4,5e,d200,1
1726,large[26d0 x=e980] large[2700 x=0cc0],large[26d0 x=e980] large[2700 x=0cc0],06,e4,5e,d000,1
1727,large[26d0 x=e780] large[2700 x=0ac0],large[26d0 x=e780] large[2700 x=0ac0],06,e4,5e,ce00,1
1728,large[26d0 x=e580] large[2700 x=08c0],large[26d0 x=e580] large[2700 x=08c0],06,e4,5e,cc00,1
1729,large[26d0 x=e380] large[2700 x=06c0],large[26d0 x=e380] large[2700 x=06c0],06,e4,5e,ca00,1
1730,large[26d0 x=e180] large[2700 x=04c0],large[26d0 x=e180] large[2700 x=04c0],06,e4,5e,c800,1
1731,large[26d0 x=df80] large[2700 x=02c0],large[26d0 x=df80] large[2700 x=02c0],06,e4,5e,c600,1
1732,large[26d0 x=dd80] large[2700 x=00c0],large[26d0 x=dd80] large[2700 x=00c0],06,e4,5e,c400,1
1733,large[26d0 x=db80],large[26d0 x=db80],06,e4,5e,c200,1
1734,large[26d0 x=d980],large[26d0 x=d980],06,e4,5e,c000,1
1735,large[26d0 x=d780],large[26d0 x=d780],06,e4,5e,be00,1
1736,large[26d0 x=d580],large[26d0 x=d580],06,e4,5e,bc00,1
1737,large[26d0 x=d380],large[26d0 x=d380],06,e4,5e,ba00,1
1738,large[26d0 x=d180],large[26d0 x=d180],06,e4,5e,b800,1
1739,large[26d0 x=cf80],large[26d0 x=cf80],06,e4,5e,b600,1
1740,large[26d0 x=cd80],large[26d0 x=cd80],06,e4,5e,b400,1
1741,large[26d0 x=cb80],large[26d0 x=cb80],06,e4,5e,b200,1
1742,large[26d0 x=c980],large[26d0 x=c980],06,e4,5e,b000,1
1743,large[26d0 x=c780],large[26d0 x=c780],06,e4,5e,ae00,1
1744,large[26d0 x=c580],large[26d0 x=c580],06,e4,5e,ac00,1
1745,large[26d0 x=c380],large[26d0 x=c380],06,e4,5e,aa00,1
1746,large[26d0 x=c180],large[26d0 x=c180],06,e4,5e,a800,1
1747,large[26d0 x=bf80],large[26d0 x=bf80],06,e4,5e,a600,1
1748,large[26d0 x=bd80],large[26d0 x=bd80],06,e4,5e,a400,1
1749,large[26d0 x=bb80],large[26d0 x=bb80],06,e4,5e,a200,1
1750,large[26d0 x=b980],large[26d0 x=b980],06,e4,5e,a000,1
1751,large[26d0 x=b780],large[26d0 x=b780],06,e4,5e,9e00,1
1752,large[26d0 x=b580],large[26d0 x=b580],06,e4,5e,9c00,1
1753,large[26d0 x=b380],large[26d0 x=b380],06,e4,5e,9a00,1
1754,large[26d0 x=b180],large[26d0 x=b180],06,e4,5e,9800,1
1755,large[26d0 x=af80],large[26d0 x=af80],06,e4,5e,9600,1
1756,large[26d0 x=ad80],large[26d0 x=ad80],06,e4,5e,9400,1
1757,large[26d0 x=ab80],large[26d0 x=ab80],06,e4,5e,9200,1
1758,large[26d0 x=a980],large[26d0 x=a980],06,e4,5e,9000,1
1759,large[26d0 x=a780],large[26d0 x=a780],06,e4,5e,8e00,1
1760,large[26d0 x=a580],large[26d0 x=a580],06,e4,5e,8c00,1
1761,large[26d0 x=a380],large[26d0 x=a380],06,e4,5e,8a00,1
1762,large[26d0 x=a180],large[26d0 x=a180],06,e4,5e,8800,1
1763,large[26d0 x=9f80],large[26d0 x=9f80],06,e4,5e,8600,1
1764,large[26d0 x=9d80],large[26d0 x=9d80],06,e4,5e,8400,1
1765,large[26d0 x=9b80],large[26d0 x=9b80],06,e4,5e,8200,1
1766,large[26d0 x=9980],large[26d0 x=9980],06,e4,5e,8000,1
1767,large[26d0 x=9780],large[26d0 x=9780],06,e4,5e,7e00,1
1768,large[26d0 x=9580],large[26d0 x=9580],06,e4,5e,7c00,1
1769,large[26d0 x=9380],large[26d0 x=9380],06,e4,5e,7a00,1
1770,large[26d0 x=9180],large[26d0 x=9180],06,e4,5e,7800,1
1771,large[26d0 x=8f80],large[26d0 x=8f80],06,e4,5e,7600,1
1772,large[26d0 x=8d80],large[26d0 x=8d80],06,e4,5e,7400,1
1773,large[26d0 x=8b80],large[26d0 x=8b80],06,e4,5e,7200,1
1774,large[26d0 x=8980],large[26d0 x=8980],06,e4,5e,7000,1
1775,large[26d0 x=8780],large[26d0 x=8780],06,e4,5e,6e00,1
1776,large[26d0 x=8580],large[26d0 x=8580],06,e4,5e,6c00,1
1777,large[26d0 x=8380],large[26d0 x=8380],06,e4,5e,6a00,1
1778,large[26d0 x=8180],large[26d0 x=8180],06,e4,5e,6800,1
1779,large[26d0 x=7f80],large[26d0 x=7f80],06,e4,5e,6600,1
1780,large[26d0 x=7d80],large[26d0 x=7d80],06,e4,5e,6400,1
1781,large[26d0 x=7b80],large[26d0 x=7b80],06,e4,5e,6200,1
1782,large[26d0 x=7980],large[26d0 x=7980],06,e4,5e,6000,1
1783,large[26d0 x=7780],large[26d0 x=7780],06,e4,5e,5e00,1
1784,large[26d0 x=7580],large[26d0 x=7580],06,e4,5e,5c00,1
1785,large[26d0 x=7380],large[26d0 x=7380],06,e4,5e,5a00,1
1786,large[26d0 x=7180],large[26d0 x=7180],06,e4,5e,5800,1
1787,large[26d0 x=6f80],large[26d0 x=6f80],06,e4,5e,5600,1
1788,large[26d0 x=7030],large[26d0 x=7030],06,e4,5e,56b0,1
1789,large[26d0 x=70e0],large[26d0 x=70e0],06,e4,5e,5760,1
1790,large[26d0 x=7190],large[26d0 x=7190],06,e4,5e,5810,1
1791,large[26d0 x=7240],large[26d0 x=7240],06,e4,5e,58c0,1
1792,large[26d0 x=72f0],large[26d0 x=72f0],06,e4,5e,5970,1
1793,large[26d0 x=73a0],large[26d0 x=73a0],06,e4,5e,5a20,1
1794,large[26d0 x=7450],large[26d0 x=7450],06,e4,5e,5ad0,1
1795,large[26d0 x=7500],large[26d0 x=7500],06,e4,5e,5b80,1
1796,large[26d0 x=75b0],large[26d0 x=75b0],06,e4,5e,5c30,1
1797,large[26d0 x=7530],large[26d0 x=7530],06,e4,5e,5bb0,1
1798,large[26d0 x=74b0],large[26d0 x=74b0],06,e4,5e,5b30,1
1799,large[26d0 x=7430],large[26d0 x=7430],06,e4,5e,5ab0,1
1800,large[26d0 x=73b0],large[26d0 x=73b0],06,e4,5e,5a30,1
1801,large[26d0 x=7330],large[26d0 x=7330],06,e4,5e,59b0,1
1802,large[26d0 x=72b0],large[26d0 x=72b0],06,e4,5e,5930,1
1803,large[26d0 x=7230],large[26d0 x=7230],06,e4,5e,58b0,1
1804,large[26d0 x=71b0],large[26d0 x=71b0],06,e4,5e,5830,1
1805,large[26d0 x=7130],large[26d0 x=7130],06,e4,5e,57b0,1
1806,large[26d0 x=70b0],large[26d0 x=70b0],06,e4,5e,5730,1
1807,large[26d0 x=7030],large[26d0 x=7030],06,e4,5e,56b0,1
1808,large[26d0 x=6fb0],large[26d0 x=6fb0],06,e4,5e,5630,1
1809,large[26d0 x=6f30],large[26d0 x=6f30],06,e4,5e,55b0,1
1810,large[26d0 x=6eb0],large[26d0 x=6eb0],06,e4,5e,5530,1
1811,large[26d0 x=6e30],large[26d0 x=6e30],06,e4,5e,54b0,1
1812,large[26d0 x=6db0],large[26d0 x=6db0],06,e4,5e,5430,1
1813,large[26d0 x=6d30],large[26d0 x=6d30],06,e4,5e,53b0,1
1814,large[26d0 x=6cb0],large[26d0 x=6cb0],06,e4,5e,5330,1
1815,large[26d0 x=6c30],large[26d0 x=6c30],06,e4,5e,52b0,1
1816,large[26d0 x=6bb0],large[26d0 x=6bb0],06,e4,5e,5230,1
1817,large[26d0 x=6b30],large[26d0 x=6b30],06,e4,5e,51b0,1
1818,large[26d0 x=6be0],large[26d0 x=6be0],06,e4,5e,5260,1
1819,large[26d0 x=6c90],large[26d0 x=6c90],06,e4,5e,5310,1
1820,large[26d0 x=6d40],large[26d0 x=6d40],06,e4,5e,53c0,1
1821,large[26d0 x=6df0],large[26d0 x=6df0],06,e4,5e,5470,1
1822,large[26d0 x=6ea0],large[26d0 x=6ea0],06,e4,5e,5520,1
1823,large[26d0 x=6f50],large[26d0 x=6f50],06,e4,5e,55d0,1
1824,large[26d0 x=7000],large[26d0 x=7000],06,e4,5e,5680,1
1825,large[26d0 x=70b0],large[26d0 x=70b0],06,e4,5e,5730,1
1826,large[26d0 x=7160],large[26d0 x=7160],06,e4,5e,57e0,1
1827,large[26d0 x=7210],large[26d0 x=7210],06,e4,5e,5890,1
1828,large[26d0 x=72c0],large[26d0 x=72c0],06,e4,5e,5940,1
1829,large[26d0 x=7370],large[26d0 x=7370],06,e4,5e,59f0,1
1830,large[26d0 x=7420],large[26d0 x=7420],06,e4,5e,5aa0,1
1831,large[26d0 x=74d0],large[26d0 x=74d0],06,e4,5e,5b50,1
1832,large[26d0 x=7580],large[26d0 x=7580],06,e4,5e,5c00,1
1833,large[26d0 x=7630],large[26d0 x=7630],06,e4,5e,5cb0,1
1834,large[26d0 x=76e0],large[26d0 x=76e0],06,e4,5e,5d60,1
1835,large[26d0 x=7790],large[26d0 x=7790],06,e4,5e,5e10,1
1836,large[26d0 x=7840],large[26d0 x=7840],06,e4,5e,5ec0,1
1837,large[26d0 x=78f0],large[26d0 x=78f0],06,e4,5e,5f70,1
1838,large[26d0 x=79a0],large[26d0 x=79a0],06,e4,5e,6020,1
1839,large[26d0 x=7a50],large[26d0 x=7a50],06,e4,5e,60d0,1
1840,large[26d0 x=7b00],large[26d0 x=7b00],06,e4,5e,6180,1
1841,large[26d0 x=7bb0],large[26d0 x=7bb0],06,e4,5e,6230,1
1842,large[26d0 x=7c60],large[26d0 x=7c60],06,e4,5e,62e0,1
1843,large[26d0 x=7d10],large[26d0 x=7d10],06,e4,5e,6390,1
1844,large[26d0 x=7dc0],large[26d0 x=7dc0],06,e4,5e,6440,1
1845,large[26d0 x=7e70],large[26d0 x=7e70],06,e4,5e,64f0,1
1846,large[26d0 x=7f20],large[26d0 x=7f20],06,e4,5e,65a0,1
1847,large[26d0 x=7fd0],large[26d0 x=7fd0],06,e4,5e,6650,1
1848,large[26d0 x=8080],large[26d0 x=8080],06,e4,5e,6700,1
1849,large[26d0 x=8130],large[26d0 x=8130],06,e4,5e,67b0,1
1850,large[26d0 x=81e0],large[26d0 x=81e0],06,e4,5e,6860,1
1851,large[26d0 x=8290],large[26d0 x=8290],06,e4,5e,6910,1
1852,large[26d0 x=8340],large[26d0 x=8340],06,e4,5e,69c0,1
1853,large[26d0 x=83f0],large[26d0 x=83f0],06,e4,5e,6a70,1
1854,large[26d0 x=84a0],large[26d0 x=84a0],06,e4,5e,6b20,1
1855,large[26d0 x=8550],large[26d0 x=8550],06,e4,5e,6bd0,1
1856,large[26d0 x=8600],large[26d0 x=8600],06,e4,5e,6c80,1
1857,large[26d0 x=86b0],large[26d0 x=86b0],06,e4,5e,6d30,1
1858,large[26d0 x=8760],large[26d0 x=8760],06,e4,5e,6de0,1
1859,large[26d0 x=8810],large[26d0 x=8810],06,e4,5e,6e90,1
1860,large[26d0 x=88c0],large[26d0 x=88c0],06,e4,5e,6f40,1
1861,large[26d0 x=8970],large[26d0 x=8970],06,e4,5e,6ff0,1
1862,large[26d0 x=8a20],large[26d0 x=8a20],06,e4,5e,70a0,1
1863,large[26d0 x=8ad0],large[26d0 x=8ad0],06,e4,5e,7150,1
1864,large[26d0 x=8b80],large[26d0 x=8b80],06,e4,5e,7200,1
1865,large[26d0 x=8c30],large[26d0 x=8c30],06,e4,5e,72b0,1
1866,large[26d0 x=8ce0],large[26d0 x=8ce0],06,e4,5e,7360,1
1867,large[26d0 x=8d90],large[26d0 x=8d90],06,e4,5e,7410,1
1868,large[26d0 x=8e40],large[26d0 x=8e40],06,e4,5e,74c0,1
1869,large[26d0 x=8ef0],large[26d0 x=8ef0],06,e4,5e,7570,1
1870,large[26d0 x=8fa0],large[26d0 x=8fa0],06,e4,5e,7620,1
1871,large[26d0 x=9050],large[26d0 x=9050],06,e4,5e,76d0,1
1872,large[26d0 x=9100],large[26d0 x=9100],06,e4,5e,7780,1
1873,large[26d0 x=91b0],large[26d0 x=91b0],06,e4,5e,7830,1
1874,large[26d0 x=9260],large[26d0 x=9260],06,e4,5e,78e0,1
1875,large[26d0 x=9310],large[26d0 x=9310],06,e4,5e,7990,1
1876,large[26d0 x=93c0],large[26d0 x=93c0],06,e4,5e,7a40,1
1877,large[26d0 x=9470],large[26d0 x=9470],06,e4,5e,7af0,1
1878,large[26d0 x=9520],large[26d0 x=9520],06,e4,5e,7ba0,1
1879,large[26d0 x=95d0],large[26d0 x=95d0],06,e4,5e,7c50,1
1880,large[26d0 x=9680],large[26d0 x=9680],06,e4,5e,7d00,1
1881,large[26d0 x=9730],large[26d0 x=9730],06,e4,5e,7db0,1
1882,large[26d0 x=97e0],large[26d0 x=97e0],06,e4,5e,7e60,1
1883,large[26d0 x=9890],large[26d0 x=9890],06,e4,5e,7f10,1
1884,large[26d0 x=9940],large[26d0 x=9940],06,e4,5e,7fc0,1
1885,large[26d0 x=99f0],large[26d0 x=99f0],06,e4,5e,8070,1
1886,large[26d0 x=9aa0],large[26d0 x=9aa0],06,e4,5e,8120,1
1887,large[26d0 x=9b50],large[26d0 x=9b50],06,e4,5e,81d0,1
1888,large[26d0 x=9c00],large[26d0 x=9c00],06,e4,5e,8280,1
1889,large[26d0 x=9cb0],large[26d0 x=9cb0],06,e4,5e,8330,1
1890,large[26d0 x=9d60],large[26d0 x=9d60],06,e4,5e,83e0,1
1891,large[26d0 x=9e10],large[26d0 x=9e10],06,e4,5e,8490,1
1892,large[26d0 x=9ec0],large[26d0 x=9ec0],06,e4,5e,8540,1
1893,large[26d0 x=9f70],large[26d0 x=9f70],06,e4,5e,85f0,1
1894,large[26d0 x=a020],large[26d0 x=a020],06,e4,5e,86a0,1
1895,large[26d0 x=a0d0],large[26d0 x=a0d0],06,e4,5e,8750,1
1896,large[26d0 x=a180],large[26d0 x=a180],06,e4,5e,8800,1
1897,large[26d0 x=a100],large[26d0 x=a100],06,e4,5e,8780,1
1898,large[26d0 x=a080],large[26d0 x=a080],06,e4,5e,8700,1
1899,large[26d0 x=9e80],large[26d0 x=9e80],06,e4,5e,8500,1
1900,large[26d0 x=9c80],large[26d0 x=9c80],06,e4,5e,8300,1
1901,large[26d0 x=9a80],large[26d0 x=9a80],06,e4,5e,8100,1
1902,large[26d0 x=9880],large[26d0 x=9880],06,e4,5e,7f00,1
1903,large[26d0 x=9680],large[26d0 x=9680],06,e4,5e,7d00,1
1904,large[26d0 x=9480],large[26d0 x=9480],06,e4,5e,7b00,1
1905,large[26d0 x=9280],large[26d0 x=9280],06,e4,5e,7900,1
1906,large[26d0 x=9080],large[26d0 x=9080],06,e4,5e,7700,1
1907,large[26d0 x=8e80],large[26d0 x=8e80],06,e4,5e,7500,1
1908,large[26d0 x=8c80],large[26d0 x=8c80],06,e4,5e,7300,1
1909,large[26d0 x=8a80],large[26d0 x=8a80],06,e4,5e,7100,1
1910,large[26d0 x=8880],large[26d0 x=8880],06,e4,5e,6f00,1
1911,large[26d0 x=8680],large[26d0 x=8680],06,e4,5e,6d00,1
1912,large[26d0 x=8480],large[26d0 x=8480],06,e4,5e,6b00,1
1913,large[26d0 x=8280],large[26d0 x=8280],06,e4,5e,6900,1
1914,large[26d0 x=8080],large[26d0 x=8080],06,e4,5e,6700,1
1915,large[26d0 x=7e80],large[26d0 x=7e80],06,e4,5e,6500,1
1916,large[26d0 x=7c80],large[26d0 x=7c80],06,e4,5e,6300,1
1917,large[26d0 x=7a80],large[26d0 x=7a80],06,e4,5e,6100,1
1918,large[26d0 x=7880],large[26d0 x=7880],06,e4,5e,5f00,1
1919,large[26d0 x=7680],large[26d0 x=7680],06,e4,5e,5d00,1
1920,large[26d0 x=7480],large[26d0 x=7480],06,e4,5e,5b00,1
1921,large[26d0 x=7280],large[26d0 x=7280],06,e4,5e,5900,1
1922,large[26d0 x=7080],large[26d0 x=7080],06,e4,5e,5700,1
1923,large[26d0 x=6e80],large[26d0 x=6e80],06,e4,5e,5500,1
1924,large[26d0 x=6c80],large[26d0 x=6c80],06,e4,5e,5300,1
1925,large[26d0 x=6a80],large[26d0 x=6a80],06,e4,5e,5100,1
1926,large[26d0 x=6880],large[26d0 x=6880],06,e4,5e,4f00,1
1927,large[26d0 x=6680],large[26d0 x=6680],06,e4,5e,4d00,1
1928,large[26d0 x=6480],large[26d0 x=6480],06,e4,5e,4b00,1
1929,large[26d0 x=6280],large[26d0 x=6280],06,e4,5e,4900,1
1930,large[26d0 x=6080],large[26d0 x=6080],06,e4,5e,4700,1
1931,large[26d0 x=5e80],large[26d0 x=5e80],06,e4,5e,4500,1
1932,large[26d0 x=5c80],large[26d0 x=5c80],06,e4,5e,4300,1
1933,large[26d0 x=5a80],large[26d0 x=5a80],06,e4,5e,4100,1
1934,large[26d0 x=5880],large[26d0 x=5880],06,e4,5e,3f00,1
1935,large[26d0 x=5680],large[26d0 x=5680],06,e4,5e,3d00,1
1936,large[26d0 x=5480],large[26d0 x=5480],06,e4,5e,3b00,1
1937,large[26d0 x=5280],large[26d0 x=5280],06,e4,5e,3900,1
1938,large[26d0 x=5080],large[26d0 x=5080],06,e4,5e,3700,1
1939,large[26d0 x=4e80],large[26d0 x=4e80],06,e4,5e,3500,1
1940,large[26d0 x=4c80],large[26d0 x=4c80],06,e4,5e,3300,1
